"country_code","month","day","relative_active_users"
country111,2,24,0.00045188719976137239
country87,4,8,0.000015582317233150772203
country35,2,4,0.00084144513059014170
country97,6,28,0.000027269055158013851356
country134,4,27,0.000005843368962431539576
country90,5,14,0.00035449771705418007
country138,4,2,0.000091546113744760786694
country177,4,23,0.00267041961583121359
country36,2,22,0.000011686737924863079152
country194,3,6,0.00580441316934866265
country194,1,11,0.00530188343857955024
country108,2,14,0.01042262243932372276
country111,3,17,0.00044020046183650931
country171,6,23,0.000003895579308287693051
country108,4,18,0.00769182134421404993
country61,5,20,0.01147053327325311219
country5,2,19,0.00078690702027411400
country133,3,13,0.000009738948270719232627
country211,1,3,0.00343590094990974527
country60,4,27,0.00194973744379799037
country133,1,13,0.000017530106887294618729
country96,4,9,0.000003895579308287693051
country206,5,8,0.01306577299999692249
country220,2,17,0.000005843368962431539576
country148,3,7,0.000033112424120445390932
country37,6,9,0.00019477896541438465
country71,4,28,0.00491037771809663709
country38,1,28,0.000001947789654143846525
country40,3,5,0.000003895579308287693051
country179,4,28,0.000099337272361336172795
country182,3,16,0.00029216844812157698
country46,3,25,0.00030580297570058390
country26,5,15,0.000025321265503870004830
country58,5,26,0.000050642531007740009660
country79,3,28,0.00014024085509835695
country137,4,24,0.00482077939400602015
country133,1,7,0.000011686737924863079152
country104,2,26,0.00384493677727995304
country203,6,16,0.000005843368962431539576
country122,2,23,0.000046746951699452316609
country121,3,24,0.000001947789654143846525
country63,1,10,0.00019477896541438465
country98,3,21,0.000095441693053048479744
country63,6,30,0.00012076295855691848
country220,6,28,0.000007791158616575386102
country134,4,14,0.000009738948270719232627
country63,6,16,0.00012660632751935002
country57,6,26,0.00212698630232508041
country141,1,9,0.03395581704068967648
country61,6,29,0.01005643798434467961
country19,3,5,0.000017530106887294618729
country205,5,9,0.000023373475849726158305
country79,1,15,0.00012465853786520618
country142,2,23,0.00126021990623106870
country127,4,18,0.00204712692650518270
country70,5,1,0.000003895579308287693051
country74,6,22,0.00127190664415593178
country38,3,25,0.000001947789654143846525
country89,5,6,0.000001947789654143846525
country186,4,21,0.000001947789654143846525
country155,4,24,0.000007791158616575386102
country131,6,21,0.000005843368962431539576
country25,1,25,0.000005843368962431539576
country118,4,28,0.000003895579308287693051
country14,5,15,0.00087260976505644324
country103,6,9,0.00073042112030394245
country46,6,5,0.00035644550670832391
country156,5,27,0.000009738948270719232627
country136,6,7,0.00019477896541438465
country162,3,9,0.000050642531007740009660
country166,1,8,0.00021620465160996696
country147,1,16,0.00022399581022654235
country69,2,1,0.000048694741353596163135
country208,5,5,0.00033307203085859776
country194,1,19,0.00544991545229448258
country77,1,4,0.00036813224463318699
country9,5,8,0.00127775001311836332
country185,4,14,0.00513826910763146713
country128,4,20,0.000005843368962431539576
country103,4,30,0.00077716807200339476
country63,6,8,0.00014608422406078849
country21,2,21,0.000003895579308287693051
country139,3,30,0.00057654573762657857
country7,1,5,0.01066609614609170357
country203,1,12,0.000013634527579006925678
country126,2,2,0.00048499962388181778
country19,1,16,0.000025321265503870004830
country227,3,11,0.00029022065846743313
country176,5,10,0.00175106289907531803
country129,1,26,0.000023373475849726158305
country83,5,6,0.00097584261672606711
country180,2,10,0.00080443712716140861
country173,2,26,0.00015971875163979542
country34,1,17,0.000001947789654143846525
country69,5,14,0.000081807165474041554067
country85,2,26,0.00536616049716629718
country44,5,15,0.00036228887567075545
country143,5,31,0.000001947789654143846525
country148,6,18,0.000038955793082876930508
country30,6,18,0.00059602363416801704
country172,1,14,0.000001947789654143846525
country21,6,18,0.000009738948270719232627
country4,2,29,0.000019477896541438465254
country168,4,17,0.00249901412626655509
country63,4,25,0.00012271074821106233
country102,6,19,0.00025321265503870005
country14,6,24,0.00081612386508627169
country47,1,26,0.00012660632751935002
country221,3,17,0.000021425686195582311779
country31,6,11,0.00012855411717349387
country113,5,11,0.00190883386106096959
country38,6,17,0.000003895579308287693051
country90,5,16,0.00026295160330941928
country167,2,15,0.000031164634466301544406
country96,6,15,0.000007791158616575386102
country204,1,18,0.000005843368962431539576
country218,6,12,0.000077911586165753861016
country103,3,8,0.00085507965816914862
country2,1,14,0.07057426253859399115
country64,6,6,0.000072068217203322321440
country90,3,28,0.00039345351013705700
country103,1,11,0.00076937691338681938
country140,4,26,0.000003895579308287693051
country155,4,17,0.000003895579308287693051
country182,6,20,0.00023373475849726158
country103,2,15,0.00071873438237907937
country90,1,19,0.00025905602400113159
country137,2,20,0.00483441392158502708
country24,3,1,0.000001947789654143846525
country116,1,15,0.000005843368962431539576
country205,1,20,0.000019477896541438465254
country176,1,10,0.00186987806797809266
country186,4,22,0.000001947789654143846525
country201,4,28,0.000011686737924863079152
country222,3,17,0.000009738948270719232627
country130,2,3,0.000066224848240890781863
country85,1,27,0.00494933351117951402
country115,2,11,0.000009738948270719232627
country147,3,30,0.00017919664818123388
country4,1,16,0.000021425686195582311779
country5,2,15,0.00078495923061997015
country207,4,17,0.01679384239802824474
country37,2,2,0.00019867454472267235
country230,6,9,0.000001947789654143846525
country173,2,8,0.00014803201371493234
country57,5,14,0.00240746801252179431
country127,3,31,0.00228475726431073197
country24,6,7,0.000001947789654143846525
country219,5,4,0.00017530106887294619
country164,6,13,0.00435136208735735314
country115,1,18,0.000011686737924863079152
country185,3,3,0.00622513573464373350
country174,2,5,0.000003895579308287693051
country73,5,3,0.000031164634466301544406
country119,2,12,0.00017724885852709003
country89,4,23,0.000001947789654143846525
country53,1,5,0.00012465853786520618
country147,3,1,0.00018698780679780927
country60,4,16,0.00209387387820463501
country163,1,27,0.000085702744782329247117
country207,4,19,0.01514796014027669443
country154,1,4,0.000001947789654143846525
country12,6,1,0.00018114443783537773
country216,6,21,0.000007791158616575386102
country192,1,1,0.000001947789654143846525
country210,4,17,0.000017530106887294618729
country101,2,26,0.00040124466875363238
country95,4,27,0.000013634527579006925678
country200,5,1,0.000005843368962431539576
country39,6,14,0.00080054154785312092
country126,3,24,0.00057070236866414703
country167,2,10,0.000031164634466301544406
country217,1,23,0.00644134038625370046
country6,3,7,0.00342810979129316988
country71,3,21,0.00611216393470339040
country215,5,21,0.000070120427549178474914
country27,2,13,0.000001947789654143846525
country168,6,4,0.00292558006052405748
country134,3,31,0.000009738948270719232627
country64,2,2,0.000042851372391164623559
country110,6,8,0.000089598324090616940168
country65,4,29,0.000005843368962431539576
country171,1,6,0.000007791158616575386102
country38,4,21,0.000001947789654143846525
country80,6,22,0.000001947789654143846525
country226,5,20,0.00200427555411401807
country170,3,10,0.00028632507915914544
country63,3,8,0.00015192759302322003
country170,5,27,0.00031748971362544698
country164,6,19,0.00449744631141814163
country65,1,19,0.000005843368962431539576
country130,2,13,0.000087650534436473093643
country29,5,16,0.000003895579308287693051
country113,2,25,0.00215035977817480656
country19,4,18,0.000021425686195582311779
country203,4,14,0.000003895579308287693051
country6,1,27,0.00350017800849649221
country132,6,26,0.000001947789654143846525
country192,3,12,0.000001947789654143846525
country49,1,24,0.000056485899970171549236
country23,5,23,0.00961623752250817030
country58,5,7,0.000058433689624315395762
country14,5,2,0.00085507965816914862
country116,6,15,0.000003895579308287693051
country147,5,15,0.00018309222748952157
country2,6,2,0.06962374118737179405
country220,4,1,0.000009738948270719232627
country125,2,27,0.000009738948270719232627
country136,5,29,0.00016945769991051465
country25,3,21,0.000009738948270719232627
country98,6,20,0.00012076295855691848
country222,1,10,0.000013634527579006925678
country91,4,6,0.000021425686195582311779
country96,3,6,0.000005843368962431539576
country158,4,21,0.000001947789654143846525
country126,4,27,0.00055512005143099626
country218,2,28,0.000044799162045308470084
country194,4,23,0.00573818832110777186
country90,3,26,0.00035254992740003622
country79,5,19,0.00013244969648178156
country173,3,29,0.00018698780679780927
country8,3,2,0.000048694741353596163135
country91,3,16,0.000025321265503870004830
country201,5,22,0.000009738948270719232627
country8,1,27,0.000058433689624315395762
country203,4,20,0.000003895579308287693051
country191,1,30,0.000017530106887294618729
country33,6,18,0.00361120201878269146
country218,3,4,0.000042851372391164623559
country61,4,2,0.01113940903204865828
country65,3,17,0.000003895579308287693051
country148,4,12,0.000031164634466301544406
country223,6,28,0.00242305032975494508
country175,1,19,0.00016556212060222695
country220,5,7,0.000005843368962431539576
country85,3,21,0.00460262695274190934
country30,2,19,0.00052005983765640702
country182,4,29,0.00022399581022654235
country67,4,21,0.000003895579308287693051
country215,2,26,0.000054538110316027702711
country185,2,16,0.00669650083094654435
country113,2,11,0.00221074125745326581
country182,3,13,0.00033891539982102930
country190,1,12,0.000003895579308287693051
country49,1,18,0.000060381479278459242287
country63,5,2,0.00014024085509835695
country40,4,9,0.000001947789654143846525
country167,2,1,0.000040903582737020777033
country58,1,10,0.000062329268932603088813
country151,4,24,0.000019477896541438465254
country145,2,20,0.00025710823434698774
country94,6,10,0.000025321265503870004830
country112,3,24,0.00029606402742986467
country77,4,6,0.00034670655843760468
country96,1,10,0.000007791158616575386102
country77,6,8,0.00037592340324976238
country38,4,22,0.000001947789654143846525
country103,3,31,0.00081222828577798400
country120,5,14,0.01135950926296691294
country71,4,4,0.00565248557632544262
country25,6,26,0.000011686737924863079152
country96,1,6,0.000005843368962431539576
country164,3,15,0.00341447526371416296
country164,3,6,0.00399102100134074153
country220,3,12,0.000003895579308287693051
country40,5,20,0.000001947789654143846525
country194,2,15,0.00526292764549667331
country17,1,7,0.00016166654129393926
country217,2,24,0.00568365021079174416
country81,2,5,0.000001947789654143846525
country170,5,20,0.00027269055158013851
country129,2,16,0.000017530106887294618729
country78,3,25,0.00013439748613592541
country148,1,23,0.000044799162045308470084
country215,2,8,0.000042851372391164623559
country136,5,24,0.00014024085509835695
country8,2,23,0.000062329268932603088813
country173,6,7,0.00018893559645195311
country219,1,4,0.00017335327921880234
country150,3,2,0.000005843368962431539576
country113,6,29,0.00189325154382781882
country211,4,16,0.00375923403249762379
country200,3,2,0.000003895579308287693051
country220,3,16,0.000003895579308287693051
country216,4,11,0.000005843368962431539576
country16,5,17,0.00306387312596827058
country210,3,14,0.000019477896541438465254
country78,6,10,0.00010712843097791156
country177,3,29,0.00272690551580138514
country156,4,24,0.000017530106887294618729
country175,5,11,0.00011102401028619925
country167,3,3,0.000037008003428733083982
country187,6,22,0.000001947789654143846525
country101,5,19,0.00027658613088842621
country223,3,27,0.00271716656753066590
country196,1,11,0.000001947789654143846525
country90,5,1,0.00036618445497904315
country132,6,30,0.000001947789654143846525
country162,5,8,0.000054538110316027702711
country131,2,10,0.000007791158616575386102
country221,2,9,0.000040903582737020777033
country177,3,3,0.00221853241606984119
country138,6,4,0.00014024085509835695
country147,1,15,0.00018893559645195311
country89,2,29,0.000005843368962431539576
country171,2,8,0.000001947789654143846525
country134,2,14,0.000011686737924863079152
country232,1,30,0.000007791158616575386102
country124,4,5,0.00482857055262259554
country81,5,12,0.000001947789654143846525
country120,3,24,0.01229055271764767158
country155,1,12,0.000003895579308287693051
country161,3,19,0.00279702594335056361
country158,1,21,0.000001947789654143846525
country228,5,20,0.00121931632349404792
country82,5,11,0.000013634527579006925678
country101,3,7,0.00034475876878346083
country107,1,23,0.00203154460927203193
country225,6,22,0.00014218864475250080
country183,6,7,0.00024542149642212466
country201,3,21,0.000009738948270719232627
country111,3,2,0.00045773056872380393
country41,1,22,0.000001947789654143846525
country179,3,18,0.00012855411717349387
country129,2,12,0.000013634527579006925678
country104,3,7,0.00375144287388104841
country43,1,3,0.00836186098523953313
country6,5,2,0.00287883310882460516
country156,1,1,0.000015582317233150772203
country136,6,5,0.00020062233437681619
country162,6,22,0.000074016006857466167965
country217,2,22,0.00565248557632544262
country219,4,12,0.00014218864475250080
country122,2,6,0.000058433689624315395762
country14,5,4,0.00085313186851500478
country38,5,7,0.000001947789654143846525
country100,4,30,0.000097389482707192326270
country39,2,20,0.00103427630635038250
country51,1,24,0.00535642154889557794
